CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
793456983,1,43,M,0,Post-Graduate,Single,$40K - $60K,Blue,37,1,2,3,7872.0,989,6883.0,0.809,13746,104,0.733,0.126,0.0001933,0.99981
710872233,1,27,M,0,Unknown,Single,$40K - $60K,Blue,17,5,1,2,4610.0,0,4610.0,0.794,2280,49,0.4,0.0,5.1951e-05,0.99995
779571708,0,43,M,5,Graduate,Married,$60K - $80K,Blue,25,1,2,3,4259.0,0,4259.0,0.934,7993,71,0.651,0.0,0.99497,0.00503
715381533,1,42,F,4,Post-Graduate,Single,Less than $40K,Blue,36,6,2,3,1438.3,674,764.3,1.769,2451,55,1.292,0.469,0.00023623,0.99976
770746908,1,44,M,4,Unknown,Married,$60K - $80K,Blue,30,5,1,2,7872.0,2509,5363.0,0.971,1155,32,0.882,0.319,6.3492e-05,0.99994
710207208,1,31,F,1,Unknown,Single,Less than $40K,Blue,18,3,1,3,3399.0,1800,1599.0,0.752,13148,121,0.806,0.53,9.5577e-05,0.9999
771069033,1,56,M,1,Unknown,Unknown,$60K - $80K,Blue,43,2,2,3,10602.0,1083,9519.0,0.656,14084,91,0.75,0.102,0.00019751,0.9998
770038983,0,37,M,4,High School,Single,$60K - $80K,Silver,31,1,3,3,28831.0,2517,26314.0,0.77,8688,69,0.769,0.087,0.99643,0.00357448
715362183,1,40,F,4,Graduate,Married,Unknown,Blue,36,3,1,2,3706.0,1043,2663.0,0.384,1688,38,0.583,0.281,5.7762e-05,0.99994
712974558,1,56,F,2,College,Single,Less than $40K,Blue,43,1,3,1,5254.0,0,5254.0,0.651,4546,89,0.712,0.0,0.00010546,0.99989
787529583,0,41,F,5,Unknown,Married,$40K - $60K,Blue,30,5,2,3,1588.0,0,1588.0,0.634,2561,61,0.649,0.0,0.99542,0.00458119
712602708,0,36,M,3,Unknown,Unknown,$80K - $120K,Blue,36,4,1,2,1815.0,0,1815.0,0.478,2039,34,0.36,0.0,0.98433,0.01567
780715683,1,41,M,3,Doctorate,Single,$60K - $80K,Blue,30,4,1,3,13602.0,0,13602.0,0.699,3582,69,0.683,0.0,0.0001391,0.99986
715485483,0,39,F,5,Graduate,Married,Less than $40K,Blue,36,3,3,3,3664.0,0,3664.0,0.419,1479,44,0.913,0.0,0.99681,0.00319072
766285608,1,42,M,3,High School,Single,$40K - $60K,Blue,35,4,3,3,3266.0,1900,1366.0,1.568,2183,56,0.75,0.582,0.00030516,0.99969
718694658,1,41,M,4,Unknown,Married,$80K - $120K,Blue,32,2,1,3,28687.0,1607,27080.0,0.748,7523,90,0.636,0.056,0.00010679,0.99989
712297683,0,47,F,3,College,Married,Less than $40K,Blue,35,6,3,2,1781.0,0,1781.0,0.693,2196,35,0.75,0.0,0.99452,0.00548
712810233,1,40,F,2,Graduate,Married,Less than $40K,Blue,36,3,2,3,2423.0,1674,749.0,0.644,4258,80,0.538,0.691,0.00019143,0.99981
796931508,0,42,M,4,High School,Unknown,$60K - $80K,Blue,36,4,3,4,1871.0,0,1871.0,0.73,2593,48,0.548,0.0,0.9981,0.00189625
718141983,1,49,M,0,High School,Single,$80K - $120K,Blue,43,6,3,1,1883.0,1295,588.0,0.81,5187,89,0.712,0.688,9.0493e-05,0.99991
719627133,1,50,F,1,Graduate,Single,Less than $40K,Blue,37,4,3,4,3277.0,2481,796.0,0.606,3965,59,0.844,0.757,0.00048435,0.99952
827691858,1,46,F,3,College,Single,Less than $40K,Blue,42,3,2,4,7616.0,1251,6365.0,0.581,2006,52,0.405,0.164,0.00032945,0.99967
789334458,1,43,F,3,Graduate,Unknown,Unknown,Silver,33,3,1,3,34516.0,1858,32658.0,0.622,4197,67,0.523,0.054,8.6856e-05,0.99991
815525508,1,46,F,3,High School,Unknown,Less than $40K,Blue,41,2,1,4,1515.0,0,1515.0,0.819,3894,60,0.818,0.0,0.00015942,0.99984
802464033,1,65,F,0,Graduate,Married,Less than $40K,Blue,56,6,3,3,4460.0,1262,3198.0,0.898,1877,41,0.783,0.283,0.0002596,0.99974
826266483,1,39,F,2,College,Single,Unknown,Blue,35,6,2,2,10600.0,598,10002.0,0.843,4586,81,0.929,0.056,0.00011066,0.99989
771575058,1,45,M,1,Graduate,Married,Less than $40K,Blue,33,4,3,4,2009.0,1795,214.0,0.645,3172,55,0.719,0.893,0.00048435,0.99952
778191933,0,45,M,3,Uneducated,Single,$120K +,Blue,35,2,3,5,7135.0,2517,4618.0,0.631,2305,42,0.448,0.353,0.99895,0.00104798
779506158,1,39,F,1,College,Married,Less than $40K,Blue,22,3,1,2,3214.0,2257,957.0,1.279,2516,42,0.75,0.702,5.0261e-05,0.99995
720696558,1,44,M,2,Graduate,Single,$80K - $120K,Blue,31,5,2,4,34516.0,1311,33205.0,0.6,4485,85,0.771,0.038,0.00032656,0.99967
809962908,1,48,F,2,Graduate,Single,Unknown,Blue,43,5,3,4,8171.0,852,7319.0,0.639,1909,52,0.733,0.104,0.000516,0.99948
716754783,0,43,M,4,High School,Married,$120K +,Blue,30,3,2,3,17228.0,1331,15897.0,0.519,2229,44,0.375,0.077,0.9949,0.0051
708907833,1,38,F,1,High School,Single,Unknown,Blue,27,2,2,2,24965.0,2517,22448.0,0.851,7866,84,0.909,0.101,0.00010386,0.9999
819189108,1,63,M,0,College,Single,$80K - $120K,Blue,56,6,2,2,9033.0,0,9033.0,0.78,4456,85,0.635,0.0,9.496e-05,0.99991
794573883,1,32,M,1,Unknown,Single,$40K - $60K,Silver,16,3,3,1,17894.0,2517,15377.0,0.731,15305,111,0.586,0.141,0.00010113,0.9999
778343958,1,47,F,3,Graduate,Married,Less than $40K,Blue,27,3,3,0,1451.0,0,1451.0,0.5,3866,72,0.714,0.0,6.8853e-05,0.99993
721485708,1,58,M,2,Uneducated,Married,$80K - $120K,Blue,46,6,1,3,9149.0,1806,7343.0,0.35,1220,36,0.333,0.197,9.5249e-05,0.9999
789859833,1,41,M,4,Doctorate,Unknown,Less than $40K,Blue,31,6,2,1,2515.0,1767,748.0,0.665,4388,67,0.675,0.703,0.00010417,0.9999
758824608,1,47,M,4,Uneducated,Married,$80K - $120K,Blue,40,5,2,4,21148.0,1746,19402.0,0.853,3370,69,0.769,0.083,0.00035213,0.99965
720758808,0,38,M,3,College,Single,$60K - $80K,Blue,18,5,1,5,16317.0,0,16317.0,0.566,1995,54,0.929,0.0,0.99639,0.00361075
712689333,1,38,M,2,Unknown,Single,$80K - $120K,Blue,28,4,3,2,20241.0,1203,19038.0,0.66,1102,31,0.632,0.059,0.00019771,0.9998
806894133,1,34,F,3,Post-Graduate,Single,Unknown,Blue,29,3,1,4,1617.0,1347,270.0,0.73,2546,55,0.719,0.833,0.00019296,0.99981
713773458,1,52,M,2,High School,Single,$60K - $80K,Blue,45,5,3,2,7567.0,1173,6394.0,0.541,1435,32,0.6,0.155,0.00017486,0.99983
712894308,1,47,M,4,High School,Married,$80K - $120K,Blue,37,5,3,3,2888.0,0,2888.0,0.717,4345,75,0.786,0.0,0.00030842,0.99969
713461533,1,54,M,3,Graduate,Single,$80K - $120K,Blue,38,4,2,1,29200.0,1310,27890.0,1.092,3042,73,1.028,0.045,7.1226e-05,0.99993
718423533,1,57,M,3,College,Unknown,$60K - $80K,Blue,50,6,3,4,16791.0,1181,15610.0,0.55,2983,74,0.682,0.07,0.00052057,0.99948
773342808,1,46,F,1,Unknown,Single,Less than $40K,Blue,40,6,4,3,2711.0,1793,918.0,0.681,5084,79,0.717,0.661,0.00037718,0.99962
816843933,1,39,M,2,High School,Married,$80K - $120K,Blue,34,6,3,3,8823.0,1541,7282.0,1.06,1961,32,1.0,0.175,0.00029408,0.99971
711626658,0,62,F,1,High School,Single,Less than $40K,Blue,36,2,3,4,1930.0,0,1930.0,0.331,1971,45,0.25,0.0,0.99788,0.00211827
715563558,1,50,M,1,Unknown,Married,$120K +,Blue,40,3,3,2,7522.0,1057,6465.0,1.197,2533,62,1.138,0.141,0.00018558,0.99981
719462433,1,42,F,5,Graduate,Single,Less than $40K,Blue,36,4,2,2,8464.0,1002,7462.0,0.598,4227,92,0.84,0.118,0.00011751,0.99988
710149008,1,59,M,0,High School,Married,Less than $40K,Blue,47,6,3,4,1479.0,787,692.0,0.865,2139,70,0.556,0.532,0.00043049,0.99957
709556208,1,40,F,3,College,Single,$40K - $60K,Silver,28,2,1,2,22361.0,1873,20488.0,0.701,7586,94,0.567,0.084,5.0206e-05,0.99995
717650133,1,41,M,5,Graduate,Single,$60K - $80K,Blue,28,5,1,4,4821.0,1426,3395.0,0.898,3571,58,0.933,0.296,0.00016316,0.99984
719545983,1,31,F,2,Post-Graduate,Unknown,Unknown,Blue,13,5,3,3,13882.0,0,13882.0,0.87,4798,82,0.822,0.0,0.00035594,0.99964
719334408,1,42,F,3,Post-Graduate,Married,Less than $40K,Blue,36,6,3,1,4959.0,1483,3476.0,0.902,4286,71,0.614,0.299,0.00013245,0.99987
717287883,1,57,M,3,Graduate,Married,$80K - $120K,Blue,46,6,2,3,5516.0,2517,2999.0,0.473,1532,24,0.5,0.456,0.00019864,0.9998
711494208,1,52,M,2,Unknown,Married,Less than $40K,Blue,36,3,3,3,2846.0,1606,1240.0,0.697,5092,86,0.792,0.564,0.00033251,0.99967
718160358,0,51,F,1,Graduate,Married,Less than $40K,Blue,39,5,3,2,1438.3,0,1438.3,0.885,2492,35,0.296,0.0,0.99411,0.00589
816089433,1,49,M,4,Doctorate,Married,$60K - $80K,Blue,44,3,1,1,3343.0,1581,1762.0,1.146,1545,31,0.824,0.473,5.0408e-05,0.99995
713158083,0,56,M,2,High School,Single,$120K +,Blue,46,2,4,4,7327.0,0,7327.0,0.598,2185,41,0.864,0.0,0.99835,0.00164594
711253383,0,48,F,2,Unknown,Married,Unknown,Blue,38,6,2,3,4382.0,0,4382.0,0.714,2446,34,0.417,0.0,0.99527,0.00472896
788327358,1,61,M,1,Graduate,Single,Unknown,Blue,54,1,1,3,9070.0,2097,6973.0,0.801,8440,102,0.7,0.231,8.6952e-05,0.99991
714138408,1,49,M,3,High School,Married,$60K - $80K,Blue,39,4,1,4,9264.0,629,8635.0,0.659,4107,79,0.58,0.068,0.00015942,0.99984
719450508,1,53,M,2,High School,Married,$120K +,Blue,41,4,3,3,7272.0,2037,5235.0,0.795,2333,56,0.697,0.28,0.00029408,0.99971
716882658,1,62,F,2,Graduate,Married,Less than $40K,Blue,51,6,2,4,2986.0,1632,1354.0,0.883,2141,55,0.667,0.547,0.00032656,0.99967
716258358,1,57,M,2,Uneducated,Single,$60K - $80K,Blue,36,1,1,3,23058.0,1534,21524.0,0.701,7009,82,0.708,0.067,9.5249e-05,0.9999
785055108,1,52,M,0,Graduate,Single,$60K - $80K,Blue,46,4,2,4,10817.0,1142,9675.0,0.722,3889,60,0.818,0.106,0.00028024,0.99972
720991833,0,48,F,2,Doctorate,Married,Less than $40K,Blue,36,4,3,4,2514.0,2090,424.0,0.842,2603,53,0.606,0.831,0.99866,0.00133669
804158583,1,60,M,1,High School,Married,Less than $40K,Silver,55,2,2,3,13399.0,1456,11943.0,0.856,16493,122,0.649,0.109,0.00015784,0.99984
780052008,1,37,M,3,Unknown,Single,$80K - $120K,Blue,22,4,2,2,29898.0,1414,28484.0,0.453,3883,68,0.7,0.047,0.00012982,0.99987
708553008,1,38,F,1,High School,Single,$40K - $60K,Blue,36,1,2,3,2148.0,1103,1045.0,0.602,4711,64,0.882,0.514,0.00017468,0.99983
780118158,1,27,M,0,Graduate,Single,Less than $40K,Blue,13,2,2,4,3585.0,2420,1165.0,0.812,15656,124,0.746,0.675,0.00028024,0.99972
817663908,1,60,F,1,Graduate,Married,$40K - $60K,Blue,42,5,3,3,5903.0,1335,4568.0,0.914,1137,27,0.929,0.226,0.00028395,0.99972
716223708,0,45,F,3,Uneducated,Single,Unknown,Blue,36,3,3,3,4028.0,710,3318.0,0.731,791,22,0.833,0.176,0.99691,0.00308778
719881533,0,46,M,2,College,Married,$40K - $60K,Silver,34,5,3,4,16547.0,0,16547.0,0.242,1561,41,0.367,0.0,0.9978,0.00220011
719797758,1,56,F,1,High School,Single,Less than $40K,Blue,36,3,1,1,3422.0,2517,905.0,0.914,4922,84,0.68,0.736,3.0307e-05,0.99997
770956158,1,43,F,4,Graduate,Unknown,Less than $40K,Blue,30,3,2,1,2397.0,2151,246.0,0.839,4140,68,0.744,0.897,7.1987e-05,0.99993
718370733,1,48,F,2,Uneducated,Married,Unknown,Blue,35,2,3,3,6074.0,0,6074.0,0.782,4504,90,0.765,0.0,0.00031104,0.99969
719775408,1,41,F,4,High School,Single,Unknown,Blue,36,4,2,3,1438.3,0,1438.3,0.585,5020,85,0.7,0.0,0.00019517,0.9998
786480183,1,50,F,2,Uneducated,Married,Unknown,Blue,44,6,2,5,16763.0,0,16763.0,0.88,3626,69,0.683,0.0,0.00058091,0.99942
710155158,0,37,M,2,Uneducated,Unknown,$80K - $120K,Blue,18,1,1,2,31832.0,518,31314.0,0.972,10201,59,0.788,0.016,0.98265,0.01735
716791908,1,43,M,1,College,Married,$80K - $120K,Blue,23,5,2,1,14566.0,1045,13521.0,0.417,4480,77,0.791,0.072,6.2639e-05,0.99994
753118533,1,38,F,2,Doctorate,Single,Less than $40K,Blue,31,6,3,2,1555.0,986,569.0,0.865,4686,75,0.667,0.634,0.00026028,0.99974
713133258,1,38,M,3,Unknown,Single,$80K - $120K,Silver,36,2,2,3,34516.0,2008,32508.0,0.858,8872,86,0.593,0.058,0.00019729,0.9998
718521258,1,50,F,4,Post-Graduate,Married,Unknown,Blue,41,6,3,4,18178.0,0,18178.0,0.744,3445,76,0.767,0.0,0.00063671,0.99936
712817808,1,39,M,2,Graduate,Married,$60K - $80K,Blue,23,5,2,1,4761.0,1561,3200.0,0.69,2045,53,1.65,0.328,6.864e-05,0.99993
818045958,1,46,M,4,Graduate,Single,$40K - $60K,Blue,41,5,3,2,6741.0,1745,4996.0,0.559,1682,46,0.438,0.259,0.00018864,0.99981
711745233,0,30,F,0,High School,Single,Unknown,Blue,22,1,2,4,13894.0,0,13894.0,0.845,9351,69,0.533,0.0,0.99634,0.00365621
712833633,1,41,M,2,Post-Graduate,Married,$40K - $60K,Blue,36,2,1,3,10688.0,653,10035.0,0.682,13866,98,0.508,0.061,0.000109,0.99989
789047208,1,57,F,2,High School,Single,Less than $40K,Blue,45,4,1,3,2454.0,1610,844.0,1.036,4983,79,0.795,0.656,9.0056e-05,0.99991
716245833,1,62,M,1,Graduate,Unknown,Less than $40K,Blue,36,6,3,2,2856.0,2517,339.0,0.615,4473,67,0.489,0.881,0.00016883,0.99983
716162583,1,45,F,0,Unknown,Single,Less than $40K,Blue,36,6,2,3,3230.0,2517,713.0,0.615,1931,57,0.425,0.779,0.00018057,0.99982
708307533,1,42,M,2,Uneducated,Married,$60K - $80K,Blue,30,1,2,3,3086.0,0,3086.0,0.808,4129,81,0.884,0.0,0.00019683,0.9998
716380683,1,36,F,3,High School,Married,Less than $40K,Blue,36,6,1,2,3880.0,1542,2338.0,1.015,1598,39,0.5,0.397,5.5559e-05,0.99994
710094108,1,33,M,3,Graduate,Single,$60K - $80K,Blue,27,6,2,3,2043.0,1725,318.0,0.686,5212,79,0.646,0.844,0.00019864,0.9998
818497758,1,54,F,3,Graduate,Married,Less than $40K,Blue,49,4,1,3,1906.0,1271,635.0,0.574,1343,37,0.682,0.667,9.6126e-05,0.9999
718279008,0,44,M,3,High School,Single,$60K - $80K,Silver,36,5,2,3,25276.0,0,25276.0,0.849,2282,38,0.583,0.0,0.9943,0.0057
792402483,1,46,M,4,Graduate,Single,$60K - $80K,Blue,40,5,2,1,12280.0,985,11295.0,0.841,4263,70,1.0,0.08,7.1987e-05,0.99993
820639908,1,48,F,4,High School,Married,Unknown,Blue,44,1,2,1,2625.0,2517,108.0,0.702,4378,81,0.884,0.959,6.9982e-05,0.99993
713861733,1,50,M,3,Graduate,Divorced,$80K - $120K,Blue,36,4,3,1,34516.0,1542,32974.0,0.869,1770,65,0.585,0.045,0.00011256,0.99989
715859058,1,54,M,3,Post-Graduate,Married,$120K +,Blue,42,6,3,4,3092.0,2165,927.0,0.676,1369,37,0.542,0.7,0.00062998,0.99937
718979733,1,52,M,5,Unknown,Single,$60K - $80K,Blue,36,2,3,2,23712.0,2195,21517.0,0.754,16258,115,0.855,0.093,0.00020412,0.9998
739692933,1,46,F,2,Unknown,Single,$40K - $60K,Blue,29,4,2,4,3126.0,2517,609.0,1.235,1638,41,0.519,0.805,0.00035894,0.99964
789903708,1,45,F,2,Uneducated,Single,$40K - $60K,Blue,35,6,3,2,4505.0,1562,2943.0,0.604,3968,68,0.619,0.347,0.00018494,0.99982
710929233,1,33,F,2,Doctorate,Single,Less than $40K,Blue,36,5,2,3,2800.0,1559,1241.0,0.598,4253,83,0.694,0.557,0.00027701,0.99972
715798608,1,45,F,4,Graduate,Married,$40K - $60K,Blue,34,4,4,2,4244.0,1066,3178.0,0.606,4016,89,0.854,0.251,0.00022797,0.99977
825767658,1,49,M,2,Graduate,Single,$60K - $80K,Gold,45,2,3,1,34516.0,913,33603.0,0.698,7711,80,0.86,0.026,0.00012498,0.99988
778375458,1,52,M,3,Graduate,Married,$80K - $120K,Blue,32,6,3,3,30820.0,1724,29096.0,0.948,3402,75,0.923,0.056,0.0003139,0.99969
718307433,1,50,F,0,Graduate,Single,Less than $40K,Blue,36,5,1,4,7238.0,2111,5127.0,1.085,2025,36,1.118,0.292,0.00013562,0.99986
718755483,1,44,M,2,High School,Married,$60K - $80K,Blue,36,3,2,1,7317.0,959,6358.0,0.653,5082,86,0.686,0.131,6.6728e-05,0.99993
805543158,1,52,M,3,Graduate,Married,$120K +,Blue,47,5,3,3,11086.0,2207,8879.0,0.869,1523,40,1.105,0.199,0.0003139,0.99969
710671608,1,39,F,2,Graduate,Divorced,Less than $40K,Blue,31,5,3,4,6798.0,918,5880.0,0.671,3961,69,0.605,0.135,0.000516,0.99948
711606558,1,49,F,1,High School,Married,Less than $40K,Blue,39,5,2,2,1909.0,866,1043.0,0.88,4697,83,0.844,0.454,0.00010386,0.9999
721120008,1,43,F,2,Uneducated,Single,$40K - $60K,Blue,29,6,3,2,2162.0,1377,785.0,0.6,1555,29,0.706,0.637,0.00018494,0.99982
720214833,1,52,M,2,High School,Single,$80K - $120K,Silver,40,3,3,3,34516.0,2177,32339.0,1.32,1234,23,1.875,0.063,0.00026573,0.99973
788641758,1,53,M,4,College,Single,$60K - $80K,Blue,45,5,3,2,14366.0,888,13478.0,0.638,3868,66,0.61,0.062,0.0001834,0.99982
708807483,1,51,F,3,Graduate,Married,$40K - $60K,Blue,45,5,2,3,9117.0,1259,7858.0,0.88,3837,75,0.705,0.138,0.00019864,0.9998
711657783,1,50,F,2,College,Single,Less than $40K,Blue,41,6,3,4,1438.3,0,1438.3,0.872,4617,67,0.634,0.0,0.00050168,0.9995
718505958,1,43,M,5,Graduate,Divorced,$120K +,Silver,31,5,3,3,34516.0,1699,32817.0,0.771,1628,38,0.727,0.049,0.0002822,0.99972
709790058,1,53,M,4,Graduate,Married,$120K +,Blue,40,1,1,3,6383.0,1512,4871.0,0.558,4985,87,0.776,0.237,9.7154e-05,0.9999
708231183,1,30,M,1,Uneducated,Divorced,Unknown,Blue,22,5,3,4,12539.0,910,11629.0,0.856,2643,72,0.674,0.073,0.000498,0.9995
710728458,1,62,F,1,Unknown,Single,Less than $40K,Blue,36,3,3,2,7075.0,1396,5679.0,0.532,4409,75,0.531,0.197,0.00018558,0.99981
713857758,0,53,F,1,Graduate,Married,Unknown,Blue,36,6,3,1,5842.0,198,5644.0,0.396,1828,44,0.517,0.034,0.99028,0.00972
772655733,1,41,M,1,Uneducated,Single,$80K - $120K,Blue,31,6,2,4,2404.0,1887,517.0,0.592,4489,75,0.744,0.785,0.00031517,0.99968
719437908,1,44,M,3,Post-Graduate,Divorced,$80K - $120K,Blue,36,6,2,2,17965.0,1644,16321.0,0.921,1767,50,0.923,0.092,0.00013897,0.99986
718388733,1,38,F,1,College,Unknown,Less than $40K,Blue,32,2,3,3,2609.0,1259,1350.0,0.871,8677,96,0.627,0.483,0.00027607,0.99972
711750183,1,63,F,2,Graduate,Single,Less than $40K,Gold,55,4,1,3,15987.0,1345,14642.0,0.729,3640,56,0.867,0.084,0.00010673,0.99989
713594883,0,44,F,2,Uneducated,Single,Unknown,Blue,32,5,3,3,1486.0,849,637.0,0.621,2380,43,0.87,0.571,0.9968,0.00320374
716819958,1,60,M,2,Graduate,Married,$60K - $80K,Blue,50,3,1,2,9033.0,845,8188.0,0.663,1661,35,0.4,0.094,5.5077e-05,0.99994
709996833,0,31,M,1,Post-Graduate,Single,Less than $40K,Silver,36,6,3,5,12359.0,0,12359.0,0.843,7528,70,0.628,0.0,0.99888,0.00112034
715682208,1,49,M,3,Doctorate,Married,$80K - $120K,Blue,36,4,1,4,9549.0,0,9549.0,0.712,4629,76,0.652,0.0,0.0002373,0.99976
821749608,0,41,M,3,Graduate,Single,$80K - $120K,Blue,37,3,3,3,19402.0,0,19402.0,0.58,1937,51,0.594,0.0,0.99683,0.00317458
721443408,1,46,M,2,Uneducated,Single,$120K +,Blue,33,6,2,3,34516.0,676,33840.0,0.814,3508,58,0.871,0.02,0.00019683,0.9998
778714833,1,36,F,4,College,Married,Unknown,Blue,18,4,3,2,3926.0,1760,2166.0,0.874,4890,92,0.704,0.448,0.0001834,0.99982
713307708,1,64,F,0,Unknown,Married,$40K - $60K,Blue,55,6,3,2,2895.0,2517,378.0,0.322,1541,37,0.609,0.869,0.00016966,0.99983
778895883,1,50,F,1,Unknown,Married,Unknown,Blue,31,5,3,1,3668.0,0,3668.0,0.62,4430,76,0.617,0.0,0.00011192,0.99989
720541758,1,45,F,4,College,Divorced,Less than $40K,Blue,39,5,1,2,4948.0,1655,3293.0,0.562,3711,64,0.524,0.334,5.6158e-05,0.99994
789430083,1,41,F,5,High School,Single,$40K - $60K,Blue,32,6,1,2,14987.0,1425,13562.0,0.8,4470,83,0.844,0.095,5.5277e-05,0.99994
780198258,1,46,M,4,College,Single,$120K +,Blue,36,5,2,1,7793.0,1705,6088.0,0.597,1099,39,0.696,0.219,6.9988e-05,0.99993
789079758,1,44,M,4,Doctorate,Unknown,$120K +,Blue,32,3,2,3,34516.0,1356,33160.0,1.169,1531,48,0.655,0.039,0.00029051,0.99971
718127958,1,58,M,0,Graduate,Divorced,Unknown,Blue,36,4,2,2,9097.0,1656,7441.0,0.813,4174,85,0.7,0.182,9.7673e-05,0.9999
788485908,1,44,M,3,Unknown,Married,$60K - $80K,Blue,37,3,2,3,6224.0,0,6224.0,0.738,1463,34,0.889,0.0,0.00021834,0.99978
712195383,1,37,F,0,Doctorate,Single,Less than $40K,Blue,36,2,2,3,9178.0,1585,7593.0,0.617,14932,110,0.803,0.173,0.00023771,0.99976
720836808,1,35,M,3,High School,Single,$80K - $120K,Blue,28,4,2,2,11521.0,1147,10374.0,1.023,2260,68,1.125,0.1,0.00011482,0.99989
718698558,1,43,M,3,College,Single,$80K - $120K,Blue,34,2,2,2,5390.0,1324,4066.0,0.611,7739,106,0.472,0.246,0.00011483,0.99989
714296358,1,52,F,2,College,Unknown,Less than $40K,Blue,44,4,1,3,3433.0,2486,947.0,0.838,4831,78,0.529,0.724,9.0064e-05,0.99991
789161358,1,30,F,0,Graduate,Married,Less than $40K,Blue,19,3,1,4,3213.0,2517,696.0,1.275,2666,46,1.0,0.783,0.00013562,0.99986
715128408,1,49,F,2,Unknown,Married,Less than $40K,Blue,36,5,3,3,1438.3,863,575.3,0.605,4482,67,0.914,0.6,0.00033251,0.99967
711786108,1,52,M,1,Graduate,Married,$60K - $80K,Blue,43,3,3,2,7187.0,2014,5173.0,0.649,1159,26,0.733,0.28,0.00016883,0.99983
718726833,1,39,M,1,High School,Married,$80K - $120K,Blue,28,4,2,4,3327.0,0,3327.0,1.089,1665,36,0.636,0.0,0.00029799,0.9997
716136333,0,40,F,4,Uneducated,Single,Less than $40K,Blue,24,5,2,1,4212.0,2517,1695.0,0.718,2725,41,0.519,0.598,0.98667,0.01333
716374308,1,39,M,3,Graduate,Married,$60K - $80K,Blue,33,4,3,2,3477.0,1875,1602.0,0.907,1897,50,1.083,0.539,0.00018665,0.99981
709470858,1,51,M,4,College,Married,$120K +,Silver,31,5,2,1,34516.0,1254,33262.0,0.869,1366,25,0.786,0.036,6.3239e-05,0.99994
826490133,1,42,F,4,Uneducated,Divorced,Unknown,Blue,38,6,3,2,10039.0,1600,8439.0,0.7,4685,76,0.9,0.159,0.00019396,0.99981
770708133,1,47,F,5,High School,Single,Less than $40K,Blue,33,5,2,2,2169.0,1330,839.0,0.905,3833,64,1.065,0.613,0.00011423,0.99989
710391258,1,27,M,0,Graduate,Married,$40K - $60K,Blue,36,3,2,4,11473.0,829,10644.0,0.707,2147,41,0.519,0.072,0.00028024,0.99972
708660408,0,40,F,1,College,Married,$40K - $60K,Blue,36,4,2,4,1737.0,1689,48.0,0.644,2459,43,0.536,0.972,0.99666,0.00334333
711937158,1,49,M,3,College,Married,$60K - $80K,Blue,39,5,3,3,2501.0,0,2501.0,0.832,4837,87,0.74,0.0,0.00030519,0.99969
720338658,1,56,F,3,Post-Graduate,Single,Less than $40K,Blue,42,3,2,2,2490.0,1623,867.0,0.79,2998,60,0.622,0.652,0.00013897,0.99986
708433683,1,54,M,2,Graduate,Married,$80K - $120K,Blue,37,3,2,3,3164.0,2201,963.0,0.679,4410,86,0.623,0.696,0.00019143,0.99981
721365033,0,37,M,3,Uneducated,Single,$40K - $60K,Blue,36,3,2,4,1696.0,0,1696.0,0.857,2095,43,0.536,0.0,0.99714,0.00286097
779961408,1,58,F,1,Uneducated,Single,Less than $40K,Blue,43,4,4,2,3382.0,1446,1936.0,0.705,4854,74,0.682,0.428,0.00020979,0.99979
708375858,1,47,F,4,High School,Divorced,Less than $40K,Blue,36,5,4,2,2776.0,1341,1435.0,0.744,4318,68,0.943,0.483,0.00022162,0.99978
721506708,1,54,M,1,Uneducated,Unknown,$80K - $120K,Blue,46,4,1,4,6249.0,2517,3732.0,0.751,3988,68,0.789,0.403,0.00015252,0.99985
719806233,1,36,M,1,Graduate,Single,$120K +,Blue,20,3,2,2,34516.0,0,34516.0,0.531,2686,59,0.788,0.0,0.00010684,0.99989
710363433,1,26,M,0,High School,Single,Less than $40K,Blue,36,6,3,3,2735.0,1348,1387.0,0.805,2441,58,0.45,0.493,0.00025237,0.99975
716331408,0,52,F,4,Unknown,Married,Less than $40K,Blue,36,1,4,5,2143.0,0,2143.0,0.853,1353,36,0.333,0.0,0.9992,0.00080275
719356008,1,39,F,3,Graduate,Single,Less than $40K,Blue,36,4,3,4,1438.3,0,1438.3,1.022,4548,69,0.917,0.0,0.00053543,0.99946
780664758,1,56,F,2,Uneducated,Married,$40K - $60K,Blue,44,6,1,2,4439.0,1513,2926.0,0.752,4532,95,0.696,0.341,5.663e-05,0.99994
720949083,1,44,F,3,Uneducated,Single,Less than $40K,Blue,33,5,3,5,3075.0,2517,558.0,0.922,3534,53,0.71,0.819,0.00095231,0.99905
